additive_mass_fraction,calibrated_uncertainty,cas_number,comparison_eligible,complete_grid,expected_condition_count,experimental_winner,failure_counts,handling_approved,maximum_model_spread_delta_h_ratio,maximum_storage_bubble_pressure_ratio,maximum_viscosity_ratio_proxy,minimum_paired_delta_h_ratio,model_spread_is_uncertainty,name,pair_id,paired_condition_count,smiles
0.3,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.0001,,108-94-1,True,True,6,False,{},False,6.572165001217378e-06,1.0003598807519822,1.000014701197402,0.9999187811417922,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,6,O=C1CCCCC1
0.000177827941004,,108-94-1,True,True,6,False,{},False,1.1683959967756508e-05,1.0006396381030682,1.0000261446476348,0.9998555712999146,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,6,O=C1CCCCC1
0.000316227766017,,108-94-1,True,True,6,False,{},False,2.07672733932851e-05,1.0011364111449406,1.000046498216528,0.9997431689680917,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,6,O=C1CCCCC1
0.00056234132519,,108-94-1,True,True,6,False,{},False,3.689817600749379e-05,1.0020175591258653,1.0000827049406378,0.9995432938948375,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,6,O=C1CCCCC1
0.001,,108-94-1,True,True,6,False,{},False,6.551465121928945e-05,1.0035773811760689,1.0001471298270135,0.9991878844478942,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,6,O=C1CCCCC1
0.00177827941004,,108-94-1,True,True,6,False,{},False,0.00011618555980963396,1.0063288253700104,1.000261819443958,0.9985559439111039,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,6,O=C1CCCCC1
0.00316227766017,,108-94-1,True,True,6,False,{},False,0.00020560756173060302,1.011151602929949,1.000466163191039,0.9974324197246159,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,6,O=C1CCCCC1
0.0056234132519,,108-94-1,True,True,6,False,{},False,0.0003624684809329093,1.0195098296972331,1.0008307931583027,0.9954352466229589,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,6,O=C1CCCCC1
0.01,,108-94-1,True,True,6,False,{},False,0.0006346476730417772,1.0337030816381967,1.0014831880924766,0.9918861367382721,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,6,O=C1CCCCC1
0.0293333333333,,108-94-1,True,True,6,False,{},False,0.0017361358742813415,1.0870276404768229,1.0044275407020529,0.9762450847489244,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,6,O=C1CCCCC1
0.0486666666667,,108-94-1,False,False,6,False,"{""inlet_not_single_liquid"": 6}",False,,,,,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,0,O=C1CCCCC1
0.068,,108-94-1,False,False,6,False,"{""inlet_not_single_liquid"": 6}",False,,,,,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,0,O=C1CCCCC1
0.0873333333333,,108-94-1,False,False,6,False,"{""inlet_not_single_liquid"": 6}",False,,,,,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,0,O=C1CCCCC1
0.106666666667,,108-94-1,False,False,6,False,"{""inlet_not_single_liquid"": 6}",False,,,,,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,0,O=C1CCCCC1
0.126,,108-94-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,cyclohexanone,water-JHIVVAPYMSGYDF-UHFFFAOYSA-N,0,O=C1CCCCC1
